VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
give	me	the	cube	on	the	far	left																	
VB	VB	SNP	SNP	REL	REL	REL	REL																	
																								
orange	block	furthest	to	the	left																			
SNP	SNP	REL	REL	REL	REL																			
																								
the	orange	block	on	the	robot's	far	left																	
SNP	SNP	SNP	REL	REL	REL	REL	REL																	
																								
orange	cube	on	the	far	right																			
SNP	SNP	REL	REL	REL	REL																			
																								
retrieve	the	cube	that	is	left	of	the	furthest	cube	to	your	right												
VB	SNP	SNP	IGN	IGN	PRP	PRP	SNP	SNP	SNP	REL	REL	REL												
																								
the	cube	between	the	cup	and	the	bowl	.																
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.																
																								
the	closest	orange	cube	between	the	mug	and	wooden	bowl	.														
SNP	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.														
																								
i	want	the	orange	cube	between	the	wooden	bowl	and	the	red	cup												
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP												
																								
orange	cube	to	your	near	left																			
SNP	SNP	REL	REL	REL	REL																			
																								
it	is	the	orange	cube	furthest	to	the	right																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
orange	block	nearest	the	coffee	mug																			
SNP	SNP	PRP	SNP	SNP	SNP																			
																								
please	get	me	the	orange	cube	in	front	of	the	mug														
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP														
																								
hand	me	the	orange	cube	that	is	in	front	of	you														
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	SNP														
																								
it	is	the	orange	cube	between	the	lime	and	tan	bowl														
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP														
																								
orange	cube	between	the	wooden	bowl	and	the	kiwi																
SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP																
																								
orange	cube	in	front	of	the	brown	bowl																	
SNP	SNP	PRP	PRP	PRP	SNP	SNP	SNP																	
																								
the	cube	between	the	tomato	and	the	green	bowl	.															
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
the	cube	between	the	lime	and	the	wooden	bowl	.															
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
orange	cube	between	the	wood	bowl	and	the	lime																
SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP																
																								
please	get	me	the	orange	cube	in	front	of	the	lime														
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP														
																								
orange	cube	in	the	middle	between	the	plastic	spoon	and	wood	bowl													
SNP	SNP	REL	REL	REL	PRP	SNP	SNP	SNP	PRP	SNP	SNP													
																								
please	get	me	the	orange	cube	behind	the	yellow	bowl															
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP															
																								
orange	block	behind	the	yellow	bowl																			
SNP	SNP	PRP	SNP	SNP	SNP																			
																								
it	is	the	orange	cube	in	the	middle	to	the	right	of	the	spoon											
VB	VB	SNP	SNP	SNP	REL	REL	REL	PRP	PRP	PRP	PRP	SNP	SNP											
																								
hand	me	the	orange	cube	that	is	the	third	over	from	your	right	.											
VB	VB	SNP	SNP	SNP	IGN	IGN	REL	REL	REL	REL	REL	REL	.											
																								
bring	the	cube	between	the	spoon	and	beige	bowl																
VB	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP																
																								
go	forward	between	the	brown	and	yellow	bowl																	
VB	VB	PRP	SNP	SNP	PRP	SNP	SNP																	
																								
i	want	the	orange	cube	behind	the	spoon	.																
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	.																
																								
please	get	me	the	orange	cube	behind	the	fork																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
get	the	orange	cube	behind	the	yellow	bowl	and	the	spoon	.													
VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	CONJ	SNP	SNP	.													
																								
bring	the	orange	cube	in	front	of	the	white	spoon	.														
VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP	SNP	.														
																								
bring	me	the	orange	cube	behind	the	spoon	and	the	yellow	bowl	.												
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	CONJ	SNP	SNP	SNP	.												
																								
orange	block	behind	the	plastic	spoon																			
SNP	SNP	PRP	SNP	SNP	SNP																			
																								
it	is	the	orange	cube	nearest	to	me																	
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																	
																								
pick	up	the	orange	cube	that	is	the	furthest	away	from	you	.												
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	.												
																								
i	want	the	cube	that	is	between	the	spoon	and	the	vaseline	.												
VB	VB	SNP	SNP	IGN	IGN	PRP	SNP	SNP	PRP	SNP	SNP	.												
																								
it	is	the	orange	cube	on	the	left	side	even	with	the	white	spoon	and	blue	bowl								
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	PRP	SNP	SNP	SNP	PRP	SNP	SNP								
																								
the	orange	cube	above	and	to	the	left	side	of	the	blue	bowl	.											
SNP	SNP	SNP	PRP	CONJ	PRP	PRP	PRP	PRP	PRP	SNP	SNP	SNP	.											
																								
the	orange	cube	behind	the	blue	bowl																		
SNP	SNP	SNP	PRP	SNP	SNP	SNP																		
																								
orange	cube	between	spoon	and	purple	cube																		
SNP	SNP	PRP	SNP	PRP	SNP	SNP																		
																								
please	get	me	the	orange	cube	behind	the	blue	bowl															
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP															
																								
orange	cube	to	your	top	left																			
SNP	SNP	REL	REL	REL	REL																			
																								
please	get	me	the	orange	cube	to	the	right	of	the	blue	bowl												
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP												
																								
bring	me	the	orange	cube	between	the	black	cube	and	the	petroleum	jelly	.											
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.											
																								
it	is	the	orange	cube	furthest	to	the	left																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
i	want	the	orange	cube	to	the	left	of	the	blue	bowl	.												
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP	.												
																								
hand	me	the	orange	cube	that	is	to	the	right	of	the	blue	bowl											
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	SNP	SNP											
																								
the	orange	cube	in	front	of	the	vaseline	.																
SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP	.																
																								
the	orange	cube	in	front	of	the	vaseline	.																
SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP	.																
																								
hand	me	the	orange	cube	that	is	closest	to	you	on	your	left	side	.										
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	REL	REL	REL	REL	.										
																								
orange	cube	on	the	far	right	closest	to	the	purple	cube														
SNP	SNP	REL	REL	REL	REL	PRP	PRP	SNP	SNP	SNP														
																								
orange	block	right	of	the	coffee	cup																		
SNP	SNP	PRP	PRP	SNP	SNP	SNP																		
																								
one	to	the	right	of	the	maroon	cup																	
SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP																	
																								
it	is	the	orange	cube	on	the	far	right	but	nearest	you													
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	CONJ	PRP	SNP													
																								
bring	the	orange	cube	between	the	purple	cube	and	garlic	press	.													
VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	.													
																								
please	give	me	the	orange	cube	on	the	table																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
pick	the	orange	cube	to	the	right	behind	the	blue	cube	.													
VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP	.													
																								
please	get	me	the	orange	cube	to	the	right	of	the	mug													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
the	orange	cube	which	is	furthest	to	the	right	.															
SNP	SNP	SNP	IGN	IGN	REL	REL	REL	REL	.															
																								
bring	me	the	orange	cube	to	the	right	of	and	near	bottom	of	peeler	.										
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	CONJ	PRP	SNP	SNP	SNP	.										
																								
hand	me	the	orange	cube	that	is	on	the	far	left														
VB	VB	SNP	SNP	SNP	IGN	IGN	REL	REL	REL	REL														
																								
i	want	the	orange	cube	that	is	to	the	right	of	the	garlic	press	.										
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	SNP	SNP	.										
																								
orange	cube	that	is	furthest	right																			
SNP	SNP	IGN	IGN	REL	REL																			
																								
the	cube	behind	and	to	the	right	of	the	garlic	crusher	.													
SNP	SNP	PRP	CONJ	PRP	PRP	PRP	PRP	SNP	SNP	SNP	.													
																								
it	is	the	orange	cube	furthest	to	the	right																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
pick	the	rightmost	orange	cube	behind	the	spoon	.																
VB	REL	REL	SNP	SNP	PRP	SNP	SNP	.																
																								
please	get	me	the	orange	cube	on	the	very	most	right	of	all	objects											
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	PRP	PRP	SNP	SNP											
																								
pick	up	the	orange	cube	that	is	the	furthest	away	from	you	.												
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	.												
																								
orange	cube	between	me	and	the	scoop																		
SNP	SNP	PRP	SNP	PRP	SNP	SNP																		
																								
the	cube	right	behind	the	scoop	.																		
SNP	SNP	PRP	PRP	SNP	SNP	.																		
																								
i	want	the	cube	that	is	the	closest	to	me	between	another	orange	cube	and	the	tool	with	the	rubber	handle	.			
VB	VB	SNP	SNP	IGN	IGN	PRP	PRP	PRP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	SNP	SNP	.			
																								
i	want	the	orange	cube	that	is	behind	the	garlic	press	closest	to	me	.										
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	SNP	PRP	PRP	SNP	.										
																								
please	get	me	the	orange	cube	behind	the	tool																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
it	is	the	orange	cube	on	the	right	side	near	me														
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	SNP														
																								
i	want	the	cube	that	is	in	the	middle	between	the	spoon	and	the	red	cup	.								
VB	VB	SNP	SNP	IGN	IGN	REL	REL	REL	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.								
																								
please	get	me	the	orange	cube	between	the	mug	and	spoon														
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP														
																								
it	is	the	orange	cube	between	the	spoon	and	ice	cream	scoop													
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP													
																								
orange	cube	between	the	scoop	and	the	spoon																	
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP																	
																								
hand	me	the	orange	cube	that	is	in	between	the	white	spoon	and	the	red	cup									
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP									
																								
the	cube	between	the	mug	and	the	spoon	.																
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.																
																								
i	want	the	orange	cube	that	is	between	the	spoon	and	the	garlic	press	.										
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.										
																								
bring	the	orange	cube	at	the	bottom	of	the	spoon	.														
VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	.														
																								
please	get	me	the	orange	cube	to	the	right	of	the	pepper													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
hand	me	the	orange	cube	that	is	behind	white	spoon															
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP															
																								
it	is	right	in	the	middle	next	to	the	white	spoons	handle													
VB	VB	REL	REL	REL	REL	PRP	PRP	SNP	SNP	SNP	SNP													
																								
orange	cube	right	in	the	middle	between	the	pepper	and	spoon														
SNP	SNP	REL	REL	REL	REL	PRP	SNP	SNP	PRP	SNP														
																								
orange	cube	past	the	spoon																				
SNP	SNP	PRP	SNP	SNP																				
																								
i	want	the	orange	cube	between	the	garlic	press	and	the	chili	that	is	behind	the	spoon	.							
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	.							
																								
it	is	the	orange	cube	furthest	to	the	left	and	near	me													
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	CONJ	PRP	SNP													
																								
please	get	me	the	orange	cube	behind	the	jalepeno																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
the	orange	block	behind	the	pepper	.																		
SNP	SNP	SNP	PRP	SNP	SNP	.																		
																								
bring	me	the	orange	cube	behind	the	green	pepper	.															
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
i	want	the	orange	cube	behind	the	chili	.																
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	.																
																								
orange	cube	past	the	green	pepper																			
SNP	SNP	PRP	SNP	SNP	SNP																			
																								
the	cube	behind	the	pepper	.																			
SNP	SNP	PRP	SNP	SNP	.																			
																								
it	is	the	orange	cube	between	the	pepper	and	tan	cup														
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP														
																								
pick	up	the	orange	cube	in	front	of	the	jalapeno	.														
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP	.														
																								
hand	me	the	orange	cube	furthest	to	your	left	.															
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	.															
																								
pick	the	orange	cube	between	the	jalapeno	pepper	and	the	small	pot	for	plants	.										
